Shipping Key,Ship Mode,Shipping Cost
309817,Standard Class,26.31
309818,Same Day,26.3
309819,Standard Class,26.3
309820,Standard Class,26.29
309821,Second Class,26.29
309822,Standard Class,26.28
309823,First Class,26.27
309824,Standard Class,26.27
309825,Second Class,26.26
309826,Standard Class,26.26
309827,Standard Class,26.25
309828,Same Day,26.25
309829,Standard Class,26.24
309830,First Class,26.23
309831,Second Class,26.23
309832,Standard Class,26.23
309833,Standard Class,26.22
309834,Second Class,26.22
309835,First Class,26.22
309836,Standard Class,26.21
309837,Second Class,26.21
309838,Standard Class,26.2
309839,First Class,26.2
309840,Second Class,26.2
309841,Standard Class,26.19
309842,First Class,26.19
309843,Second Class,26.19
309844,Second Class,26.18
309845,Standard Class,26.17
309846,Second Class,26.17
309847,Standard Class,26.16
309848,First Class,26.15
309849,Second Class,26.15
309850,Standard Class,26.15
309851,First Class,26.14
309852,Standard Class,26.14
309853,Standard Class,26.13
309854,First Class,26.13
309855,Second Class,26.13
309856,Standard Class,26.12
309857,Second Class,26.12
309858,First Class,26.11
309859,Standard Class,26.11
309860,Second Class,26.11
309861,Standard Class,26.1
309862,Same Day,26.1
309863,Second Class,26.1
309864,Standard Class,26.09
309865,Standard Class,26.08
309866,First Class,26.08
309867,Second Class,26.07
309868,Standard Class,26.07
309869,Same Day,26.07
309870,First Class,26.07
309871,Second Class,26.06
309872,Standard Class,26.06
309873,First Class,26.06
309874,Second Class,26.05
309875,Standard Class,26.04
309876,Second Class,26.04
309877,Standard Class,26.03
309878,Standard Class,26.02
309879,First Class,26.01
309880,Second Class,26.0
309881,Standard Class,26.0
309882,Second Class,25.99
309883,Standard Class,25.99
309884,Standard Class,25.98
309885,First Class,25.98
309886,Second Class,25.97
309887,Standard Class,25.97
309888,First Class,25.97
309889,Standard Class,25.96
309890,First Class,25.96
309891,Second Class,25.95
309892,Standard Class,25.95
309893,First Class,25.94
309894,Second Class,25.94
309895,Same Day,25.94
309896,Same Day,25.93
309897,Second Class,25.93
309898,Same Day,25.92
309899,First Class,25.92
309900,Standard Class,25.92
309901,Second Class,25.92
309902,Standard Class,25.91
309903,First Class,25.9
309904,Standard Class,25.89
309905,Same Day,25.89
309906,First Class,25.88
309907,Second Class,25.88
309908,Standard Class,25.88
309909,Second Class,25.87
309910,Standard Class,25.87
309911,Same Day,25.87
309912,Standard Class,25.86
309913,Second Class,25.86
309914,First Class,25.86
309915,Standard Class,25.85
309916,First Class,25.85
309917,First Class,25.84
309918,Standard Class,25.83
309919,Standard Class,25.82
309920,Second Class,25.82
309921,Same Day,25.82
309922,Standard Class,25.81
309923,Same Day,25.81
309924,First Class,25.81
309925,Second Class,25.81
309926,Second Class,25.8
309927,Standard Class,25.8
309928,First Class,25.8
309929,Same Day,25.79
309930,Standard Class,25.79
309931,Second Class,25.79
309932,Standard Class,25.78
309933,First Class,25.78
309934,Same Day,25.78
309935,Standard Class,25.77
309936,Standard Class,25.76
309937,Second Class,25.76
309938,Standard Class,25.75
309939,Second Class,25.75
309940,First Class,25.75
309941,Second Class,25.74
309942,First Class,25.74
309943,Standard Class,25.73
309944,First Class,25.73
309945,Standard Class,25.72
309946,Standard Class,25.71
309947,Second Class,25.71
309948,First Class,25.7
309949,Same Day,25.69
309950,Standard Class,25.69
309951,Same Day,25.68
309952,Standard Class,25.67
309953,First Class,25.67
309954,Second Class,25.67
309955,Same Day,25.67
309956,Same Day,25.66
309957,Second Class,25.66
309958,First Class,25.66
309959,Standard Class,25.65
309960,Standard Class,25.64
309961,Second Class,25.64
309962,Second Class,25.63
309963,Standard Class,25.63
309964,Same Day,25.63
309965,First Class,25.62
309966,Standard Class,25.62
309967,Standard Class,25.61
309968,Second Class,25.61
309969,Second Class,25.6
309970,Standard Class,25.6
309971,Standard Class,25.59
309972,Second Class,25.59
309973,First Class,25.58
309974,Standard Class,25.58
309975,Second Class,25.58
309976,Standard Class,25.57
309977,Standard Class,25.56
309978,First Class,25.56
309979,Second Class,25.56
309980,Standard Class,25.55
309981,Second Class,25.55
309982,Second Class,25.54
309983,Standard Class,25.54
309984,Standard Class,25.53
309985,Standard Class,25.52
309986,Second Class,25.52
309987,Standard Class,25.51
309988,First Class,25.51
309989,Second Class,25.51
309990,Standard Class,25.5
309991,Standard Class,25.49
309992,First Class,25.49
309993,Second Class,25.48
309994,First Class,25.48
309995,Second Class,25.47
309996,Standard Class,25.47
309997,Same Day,25.46
309998,Standard Class,25.46
309999,First Class,25.46
310000,Standard Class,25.45
310001,Standard Class,25.44
310002,Second Class,25.44
310003,First Class,25.43
310004,Standard Class,25.43
310005,Standard Class,25.42
310006,First Class,25.41
310007,Standard Class,25.41
310008,Second Class,25.41
310009,Standard Class,25.4
310010,First Class,25.4
310011,Standard Class,25.39
310012,First Class,25.39
310013,Second Class,25.39
310014,Second Class,25.38
310015,Standard Class,25.38
310016,Standard Class,25.37
310017,First Class,25.37
310018,First Class,25.36
310019,Standard Class,25.36
310020,Standard Class,25.35
310021,Second Class,25.35
310022,First Class,25.34
310023,Standard Class,25.34
310024,Second Class,25.34
310025,Same Day,25.33
310026,Second Class,25.33
310027,Standard Class,25.32
310028,First Class,25.32
310029,Standard Class,25.31
310030,First Class,25.3
310031,Standard Class,25.3
310032,Same Day,25.3
310033,Standard Class,25.29
310034,First Class,25.28
310035,Standard Class,25.28
310036,First Class,25.27
310037,Second Class,25.27
310038,Second Class,25.25
310039,Standard Class,25.25
310040,Standard Class,25.24
310041,Second Class,25.24
310042,Second Class,25.23
310043,Standard Class,25.23
310044,Standard Class,25.22
310045,Second Class,25.22
310046,Standard Class,25.21
310047,Same Day,25.21
310048,Standard Class,25.2
310049,Second Class,25.2
310050,Standard Class,25.19
310051,Second Class,25.19
310052,Standard Class,25.18
310053,Same Day,25.18
310054,Same Day,25.17
310055,Standard Class,25.17
310056,Standard Class,25.16
310057,Second Class,25.16
310058,Same Day,25.16
310059,First Class,25.15
310060,Standard Class,25.15
310061,Second Class,25.14
310062,Standard Class,25.13
310063,Second Class,25.13
310064,First Class,25.13
310065,Same Day,25.13
310066,Standard Class,25.12
310067,Standard Class,25.11
310068,Second Class,25.11
310069,First Class,25.11
310070,Standard Class,25.1
310071,Standard Class,25.09
310072,Same Day,25.09
310073,Standard Class,25.08
310074,Second Class,25.08
310075,Second Class,25.07
310076,Same Day,25.06
310077,Standard Class,25.06
310078,First Class,25.06
310079,Second Class,25.06
310080,Standard Class,25.05
310081,Second Class,25.05
310082,Same Day,25.04
310083,First Class,25.04
310084,Second Class,25.04
310085,Standard Class,25.04
310086,Standard Class,25.03
310087,Second Class,25.03
310088,Same Day,25.02
310089,First Class,25.02
310090,Standard Class,25.02
310091,Standard Class,25.01
310092,Standard Class,25.0
310093,Second Class,25.0
310094,Standard Class,24.99
310095,Second Class,24.99
310096,Same Day,24.98
310097,Standard Class,24.98
310098,Second Class,24.98
310099,Second Class,24.97
310100,Standard Class,24.97
310101,First Class,24.96
310102,Second Class,24.96
310103,Standard Class,24.95
310104,Second Class,24.95
310105,First Class,24.94
310106,Standard Class,24.94
310107,Standard Class,24.93
310108,Standard Class,24.92
310109,Second Class,24.92
310110,First Class,24.92
310111,Second Class,24.91
310112,Standard Class,24.91
310113,Standard Class,24.9
310114,Standard Class,24.89
310115,First Class,24.89
310116,Second Class,24.88
310117,First Class,24.88
310118,Standard Class,24.87
310119,First Class,24.87
310120,Second Class,24.87
310121,Second Class,24.86
310122,Standard Class,24.86
310123,Standard Class,24.85
310124,First Class,24.85
310125,Second Class,24.85
310126,First Class,24.84
310127,Standard Class,24.84
310128,Second Class,24.83
310129,Standard Class,24.83
310130,Same Day,24.82
310131,Standard Class,24.82
310132,Standard Class,24.81
310133,First Class,24.81
310134,Second Class,24.81
310135,Standard Class,24.8
310136,Same Day,24.8
310137,Standard Class,24.78
310138,First Class,24.78
310139,Second Class,24.78
310140,First Class,24.77
310141,Second Class,24.77
310142,Standard Class,24.76
310143,Same Day,24.75
310144,Standard Class,24.75
310145,Second Class,24.75
310146,Standard Class,24.74
310147,Second Class,24.74
310148,Same Day,24.73
310149,Standard Class,24.73
310150,First Class,24.73
310151,Second Class,24.73
310152,Standard Class,24.72
310153,Same Day,24.72
310154,Second Class,24.72
310155,Second Class,24.71
310156,Same Day,24.71
310157,Standard Class,24.71
310158,Standard Class,24.7
310159,First Class,24.7
310160,Second Class,24.69
310161,First Class,24.69
310162,Standard Class,24.69
310163,Same Day,24.69
310164,Standard Class,24.68
310165,Same Day,24.68
310166,Standard Class,24.67
310167,Second Class,24.67
310168,First Class,24.67
310169,First Class,24.66
310170,Standard Class,24.66
310171,Standard Class,24.65
310172,Second Class,24.65
310173,First Class,24.65
310174,Standard Class,24.64
310175,Second Class,24.64
310176,Standard Class,24.63
310177,Second Class,24.63
310178,First Class,24.63
310179,Second Class,24.62
310180,Standard Class,24.62
310181,First Class,24.61
310182,Second Class,24.61
310183,Standard Class,24.61
310184,First Class,24.6
310185,Standard Class,24.6
310186,First Class,24.59
310187,Same Day,24.59
310188,Standard Class,24.59
310189,Standard Class,24.58
310190,Second Class,24.58
310191,Second Class,24.57
310192,Standard Class,24.57
310193,First Class,24.57
310194,Standard Class,24.56
310195,First Class,24.56
310196,Standard Class,24.55
310197,Second Class,24.55
310198,First Class,24.55
310199,Standard Class,24.54
310200,Second Class,24.54
310201,Standard Class,24.53
310202,Second Class,24.53
310203,Standard Class,24.52
310204,Second Class,24.52
310205,Standard Class,24.51
310206,First Class,24.51
310207,Standard Class,24.5
310208,Second Class,24.5
310209,Second Class,24.49
310210,First Class,24.49
310211,Standard Class,24.49
310212,Standard Class,24.48
310213,First Class,24.48
310214,Same Day,24.47
310215,Standard Class,24.46
310216,Standard Class,24.45
310217,First Class,24.45
310218,Same Day,24.45
310219,Second Class,24.44
310220,First Class,24.44
310221,Standard Class,24.44
310222,Standard Class,24.43
310223,First Class,24.43
310224,First Class,24.42
310225,Standard Class,24.42
310226,Same Day,24.42
310227,Second Class,24.4
310228,Standard Class,24.4
310229,Standard Class,24.39
310230,Second Class,24.39
310231,Same Day,24.39
310232,Same Day,24.38
310233,Standard Class,24.38
310234,Standard Class,24.37
310235,Same Day,24.37
310236,Second Class,24.37
310237,First Class,24.36
310238,Same Day,24.35
310239,First Class,24.35
310240,Standard Class,24.34
310241,Standard Class,24.33
310242,Second Class,24.33
310243,Standard Class,24.32
310244,Second Class,24.32
310245,Standard Class,24.31
310246,First Class,24.31
310247,Second Class,24.31
310248,First Class,24.3
310249,Standard Class,24.3
310250,Second Class,24.29
310251,Standard Class,24.29
310252,Standard Class,24.28
310253,Second Class,24.27
310254,Standard Class,24.27
310255,Second Class,24.26
310256,First Class,24.26
310257,Standard Class,24.26
310258,First Class,24.25
310259,Standard Class,24.25
310260,Second Class,24.25
310261,Standard Class,24.24
310262,First Class,24.23
310263,Standard Class,24.23
310264,Standard Class,24.22
310265,Same Day,24.22
310266,First Class,24.22
310267,Second Class,24.21
310268,Standard Class,24.21
310269,Standard Class,24.2
310270,Second Class,24.19
310271,First Class,24.18
310272,Standard Class,24.18
310273,Second Class,24.18
310274,Same Day,24.17
310275,Standard Class,24.17
310276,Second Class,24.17
310277,Standard Class,24.16
310278,First Class,24.16
310279,Same Day,24.16
310280,Standard Class,24.15
310281,First Class,24.15
310282,Standard Class,24.14
310283,First Class,24.14
310284,Second Class,24.14
310285,Standard Class,24.13
310286,Second Class,24.13
310287,Second Class,24.12
310288,Standard Class,24.12
310289,Second Class,24.11
310290,Standard Class,24.11
310291,First Class,24.11
310292,Standard Class,24.1
310293,Standard Class,24.09
310294,First Class,24.09
310295,Standard Class,24.08
310296,First Class,24.08
310297,Second Class,24.07
310298,Standard Class,24.06
310299,Standard Class,24.05
310300,First Class,24.05
310301,Same Day,24.05
310302,Second Class,24.05
310303,Standard Class,24.04
310304,First Class,24.03
310305,Standard Class,24.03
310306,Same Day,24.03
310307,Standard Class,24.02
310308,Second Class,24.02
310309,Standard Class,24.01
310310,Standard Class,24.0
310311,Second Class,24.0
310312,Second Class,23.99
310313,Standard Class,23.98
310314,Second Class,23.97
310315,Standard Class,23.97
310316,First Class,23.97
310317,Same Day,23.96
310318,Standard Class,23.96
310319,Second Class,23.96
310320,First Class,23.96
310321,Standard Class,23.95
310322,First Class,23.94
310323,Standard Class,23.94
310324,Second Class,23.94
310325,Standard Class,23.93
310326,Same Day,23.93
310327,Standard Class,23.92
310328,Second Class,23.92
310329,Standard Class,23.91
310330,Second Class,23.91
310331,Standard Class,23.9
310332,First Class,23.9
310333,Standard Class,23.89
310334,Same Day,23.89
310335,Standard Class,23.88
310336,First Class,23.88
310337,Second Class,23.88
310338,Second Class,23.87
310339,Standard Class,23.87
310340,Standard Class,23.86
310341,Second Class,23.86
310342,Second Class,23.85
310343,Standard Class,23.84
310344,First Class,23.84
310345,Second Class,23.84
310346,Standard Class,23.83
310347,First Class,23.83
310348,First Class,23.82
310349,Second Class,23.82
310350,Second Class,23.81
310351,First Class,23.81
310352,Second Class,23.8
310353,Standard Class,23.79
310354,Second Class,23.79
310355,Standard Class,23.78
310356,First Class,23.78
310357,Same Day,23.78
310358,Second Class,23.78
310359,Second Class,23.77
310360,Standard Class,23.77
310361,Standard Class,23.76
310362,Same Day,23.75
310363,Standard Class,23.75
310364,Second Class,23.74
310365,First Class,23.74
310366,Standard Class,23.73
310367,Standard Class,23.72
310368,Second Class,23.72
310369,Standard Class,23.71
310370,Same Day,23.71
310371,Second Class,23.7
310372,Same Day,23.7
310373,Second Class,23.69
310374,Standard Class,23.69
310375,First Class,23.69
310376,Second Class,23.68
310377,Standard Class,23.68
310378,First Class,23.68
310379,Second Class,23.67
310380,Standard Class,23.67
310381,First Class,23.67
310382,Standard Class,23.66
310383,Second Class,23.65
310384,Same Day,23.65
310385,First Class,23.65
310386,Standard Class,23.65
310387,Standard Class,23.64
310388,Second Class,23.63
310389,Standard Class,23.63
310390,First Class,23.62
310391,Standard Class,23.62
310392,Second Class,23.62
